Place,StateCode,Physicians,HealthCosts,WaterQuality,AirQuality
del_rio,tx,82,108.0,60.0,66.0
del_sol,tx,52,101.3,68.0,79.0
dell_city,tx,0,107.8,100.0,80.0
delmita,tx,27,87.5,80.0,80.0
denison,tx,167,119.4,79.0,58.0
denton,tx,96,97.5,72.0,45.0
denver_city,tx,59,105.1,50.0,73.0
deport,tx,188,109.7,76.0,62.0
desoto,tx,210,94.5,87.0,56.0
detroit,tx,40,104.4,70.0,62.0
devers,tx,40,100.5,53.0,64.0
devine,tx,35,95.5,90.0,72.0
deweyville,tx,29,101.6,47.0,51.0
d'hanis,tx,35,95.5,90.0,74.0
diboll,tx,171,109.2,80.0,47.0
dickens,tx,0,103.6,60.0,75.0
dickinson,tx,196,100.8,40.0,70.0
dilley,tx,43,111.1,89.0,76.0
dimmitt,tx,52,104.0,40.0,84.0
dish,tx,96,97.5,72.0,43.0
dodd_city,tx,56,111.5,60.0,67.0
dodson,tx,66,107.1,47.0,75.0
doffing,tx,93,85.0,60.0,82.0
domino,tx,40,101.2,50.0,55.0
donna,tx,93,85.0,60.0,75.0
doolittle,tx,93,85.0,60.0,80.0
dorchester,tx,167,119.4,79.0,66.0
double_oak,tx,96,97.5,72.0,51.0
douglassville,tx,40,101.2,50.0,56.0
driftwood,tx,85,94.7,87.0,73.0
dripping_springs,tx,85,94.7,87.0,73.0
driscoll,tx,208,102.8,77.0,83.0
dublin,tx,114,104.8,80.0,72.0
dumas,tx,49,104.4,100.0,72.0
duncanville,tx,210,94.5,87.0,55.0
eagle_lake,tx,125,109.3,47.0,74.0
eagle_pass,tx,50,116.7,60.0,63.0
early,tx,161,108.2,81.0,73.0
earth,tx,22,103.3,50.0,84.0
east_alto_bonito,tx,27,87.5,80.0,82.0
east_bernard,tx,109,109.3,61.0,75.0
east_mountain,tx,37,111.7,47.0,47.0
east_tawakoni,tx,27,110.5,100.0,64.0
eastland,tx,55,105.3,87.0,73.0
easton,tx,243,110.3,40.0,44.0
ector,tx,56,111.5,60.0,68.0
edcouch,tx,93,85.0,60.0,82.0
eden,tx,74,78.6,99.0,79.0
edgecliff_village,tx,163,96.8,90.0,42.0
edgewater_estates,tx,52,101.3,68.0,80.0
edgewood,tx,22,110.5,100.0,62.0
edinburg,tx,93,85.0,60.0,77.0
edmonson,tx,70,104.9,50.0,84.0
edna,tx,34,108.4,47.0,78.0
edom,tx,22,110.5,100.0,61.0
edroy,tx,52,101.3,68.0,80.0
eidson_road,tx,50,116.7,60.0,71.0
el_brazil,tx,?,?,?,?
el_camino_angosto,tx,?,?,?,?
el_campo,tx,109,109.3,61.0,77.0
el_castillo,tx,27,87.5,80.0,83.0
el_cenizo,tx,76,90.5,90.0,75.0
el_chaparral,tx,27,87.5,80.0,81.0
el_lago,tx,185,93.8,37.0,64.0
el_paso,tx,134,88.6,60.0,66.0
el_quiote,tx,27,87.5,80.0,83.0
el_rancho_vela,tx,27,87.5,80.0,83.0
el_refugio,tx,27,87.5,80.0,81.0
el_socio,tx,27,87.5,80.0,83.0
elbert,tx,63,105.9,87.0,73.0
eldorado,tx,62,106.3,100.0,79.0
electra,tx,199,123.4,73.0,64.0
elgin,tx,55,98.0,90.0,65.0
elkhart,tx,101,112.8,60.0,63.0
elm_creek,tx,50,116.7,60.0,70.0
elmendorf,tx,231,91.2,70.0,71.0
elmo,tx,52,113.5,80.0,64.0
elsa,tx,93,85.0,60.0,78.0
emerald_bay,tx,331,106.4,87.0,61.0
emhouse,tx,91,104.6,80.0,63.0
emory,tx,27,110.5,100.0,61.0
encantada-ranchito-el_calaboz,tx,112,89.8,61.0,84.0
enchanted_oaks,tx,86,106.6,73.0,61.0
encinal,tx,0,111.1,100.0,73.0
encino,tx,0,81.6,80.0,76.0
ennis,tx,77,116.9,72.0,58.0
escobares,tx,27,87.5,80.0,83.0
estelline,tx,64,104.4,60.0,74.0
eugenio_saenz,tx,27,87.5,80.0,83.0
euless,tx,163,96.8,90.0,38.0
eureka,tx,91,104.6,80.0,62.0
eustace,tx,86,106.6,73.0,62.0
evadale,tx,65,102.1,70.0,54.0
evant,tx,31,108.4,72.0,70.0
everman,tx,163,96.8,90.0,44.0
fabens,tx,134,88.6,60.0,75.0
fabrica,tx,50,116.7,60.0,70.0
fair_oaks_ranch,tx,231,91.2,70.0,69.0
fairchilds,tx,141,93.1,47.0,73.0
fairfield,tx,41,103.9,72.0,53.0
fairview,tx,228,96.9,80.0,62.0
falcon_lake_estates,tx,21,111.1,50.0,78.0
falcon_mesa,tx,21,111.1,50.0,78.0
falfurrias,tx,0,81.6,80.0,63.0
falls_city,tx,47,104.0,60.0,77.0
falman,tx,52,101.3,68.0,88.0
fannett,tx,205,94.4,71.0,49.0
farmers_branch,tx,210,94.5,87.0,47.0
farmersville,tx,228,96.9,80.0,65.0
farwell,tx,51,106.4,20.0,85.0
fate,tx,163,95.2,99.0,61.0
fayetteville,tx,100,82.0,70.0,72.0
fernando_salinas,tx,27,87.5,80.0,83.0
ferris,tx,77,116.9,72.0,62.0
fifth_street,tx,141,93.1,47.0,62.0
flatonia,tx,100,82.0,70.0,73.0
florence,tx,119,90.6,79.0,69.0
floresville,tx,42,112.1,70.0,74.0
flowella,tx,0,81.6,80.0,76.0
flower_mound,tx,96,97.5,72.0,47.0
floydada,tx,68,102.9,50.0,83.0
follett,tx,0,104.3,73.0,77.0
forest_hill,tx,163,96.8,90.0,45.0
forney,tx,52,113.5,80.0,62.0
forsan,tx,99,102.6,60.0,74.0
fort_bliss,tx,134,88.6,60.0,67.0
fort_clark_springs,tx,0,111.1,20.0,76.0
fort_davis,tx,46,108.6,50.0,86.0
fort_hancock,tx,0,107.8,100.0,80.0
fort_stockton,tx,37,104.1,100.0,67.0
fort_worth,tx,163,96.8,90.0,40.0
four_corners,tx,141,93.1,47.0,64.0
fowlerton,tx,0,111.1,100.0,73.0
franklin,tx,24,110.8,100.0,61.0
frankston,tx,101,112.8,60.0,62.0
fredericksburg,tx,308,79.2,100.0,76.0
freeport,tx,137,86.4,64.0,71.0
freer,tx,0,109.3,84.0,82.0
fresno,tx,141,93.1,47.0,67.0
friendswood,tx,196,100.8,40.0,56.0
friona,tx,51,106.4,20.0,86.0
frisco,tx,228,96.9,80.0,59.0
fritch,tx,60,103.7,100.0,78.0
fronton,tx,27,87.5,80.0,82.0
fronton_ranchettes,tx,27,87.5,80.0,82.0
frost,tx,91,104.6,80.0,67.0
fruitvale,tx,22,110.5,100.0,60.0
fulshear,tx,141,93.1,47.0,70.0
fulton,tx,63,102.9,73.0,88.0
gail,tx,0,103.6,50.0,76.0
gainesville,tx,61,111.3,100.0,53.0
galena_park,tx,185,93.8,37.0,37.0
gallatin,tx,101,100.8,100.0,60.0
galveston,tx,196,100.8,40.0,81.0
ganado,tx,34,108.4,47.0,81.0
garceno,tx,27,87.5,80.0,83.0
garden_city,tx,0,103.6,60.0,76.0
garden_ridge,tx,153,94.1,99.0,68.0
gardendale,tx,134,104.9,50.0,63.0
garfield,tx,229,92.3,80.0,56.0
garland,tx,210,94.5,87.0,57.0
garrett,tx,77,116.9,72.0,61.0
garrison,tx,198,112.2,81.0,56.0
gary_city,tx,42,108.5,40.0,54.0
garza-salinas_ii,tx,27,87.5,80.0,81.0
gatesville,tx,31,108.4,72.0,63.0
george_west,tx,16,102.5,80.0,66.0
georgetown,tx,119,90.6,79.0,64.0
geronimo,tx,64,116.0,88.0,70.0
gholson,tx,179,85.0,75.0,65.0
giddings,tx,30,80.9,79.0,70.0
gilmer,tx,37,111.7,47.0,44.0
girard,tx,0,103.6,61.0,74.0
gladewater,tx,243,110.3,40.0,45.0
glen_rose,tx,103,105.3,86.0,58.0
glenn_heights,tx,210,94.5,87.0,57.0
glidden,tx,125,109.3,47.0,59.0
godley,tx,91,118.1,100.0,56.0
goldsmith,tx,134,104.9,50.0,67.0
goldthwaite,tx,82,105.0,89.0,75.0
goliad,tx,27,109.7,60.0,77.0
golinda,tx,58,102.7,87.0,69.0
gonzales,tx,54,109.7,73.0,56.0
goodlow,tx,91,104.6,80.0,65.0
goodrich,tx,96,110.5,60.0,62.0
gordon,tx,79,108.4,99.0,64.0
goree,tx,78,105.4,81.0,76.0
gorman,tx,55,105.3,87.0,74.0
graford,tx,79,108.4,99.0,61.0
graham,tx,88,104.7,71.0,57.0
granbury,tx,114,110.7,100.0,57.0
grand_prairie,tx,210,94.5,87.0,49.0
grand_saline,tx,22,110.5,100.0,55.0
grandfalls,tx,34,104.8,50.0,66.0
grandview,tx,91,118.1,100.0,61.0
granger,tx,119,90.6,79.0,73.0
granite_shoals,tx,106,83.7,89.0,70.0
granjeno,tx,93,85.0,60.0,82.0
grape_creek,tx,196,116.0,100.0,74.0
grapeland,tx,57,106.8,73.0,63.0
grapevine,tx,163,96.8,90.0,32.0
grays_prairie,tx,52,113.5,80.0,65.0
green_valley_farms,tx,112,89.8,61.0,85.0
greenville,tx,67,119.9,86.0,59.0
gregory,tx,52,101.3,68.0,85.0
grey_forest,tx,231,91.2,70.0,67.0
groesbeck,tx,52,104.4,100.0,65.0
groom,tx,0,104.9,86.0,81.0
groves,tx,205,94.4,71.0,48.0
groveton,tx,21,111.4,60.0,64.0
gruver,tx,36,106.6,100.0,81.0
gun_barrel_city,tx,86,106.6,73.0,62.0
gunter,tx,167,119.4,79.0,66.0
gustine,tx,89,105.0,79.0,74.0
guthrie,tx,0,103.6,60.0,73.0
gutierrez,tx,27,87.5,80.0,83.0
h._cuellar_estates,tx,27,87.5,80.0,82.0
hackberry,tx,96,97.5,72.0,64.0
hale_center,tx,70,104.9,50.0,83.0
hallettsville,tx,96,109.9,60.0,72.0
hallsburg,tx,179,85.0,75.0,69.0
hallsville,tx,72,110.5,40.0,44.0
haltom_city,tx,163,96.8,90.0,37.0
hamilton,tx,135,103.8,72.0,66.0
hamlin,tx,45,102.5,100.0,76.0
happy,tx,40,107.1,61.0,84.0
hardin,tx,40,100.5,53.0,63.0
hargill,tx,93,85.0,60.0,83.0
harker_heights,tx,259,93.4,84.0,65.0
harlingen,tx,112,89.8,61.0,78.0
harper,tx,308,79.2,100.0,76.0
hart,tx,52,104.0,40.0,84.0
hartley,tx,0,104.4,60.0,84.0
haskell,tx,35,105.8,88.0,76.0
haslet,tx,163,96.8,90.0,36.0
havana,tx,93,85.0,60.0,81.0
hawk_cove,tx,67,119.9,86.0,65.0
hawkins,tx,69,101.4,60.0,51.0
hawley,tx,45,102.5,100.0,74.0
hays,tx,85,94.7,87.0,70.0
hearne,tx,24,110.8,100.0,61.0
heath,tx,163,95.2,99.0,62.0
hebbronville,tx,39,111.1,60.0,83.0
hebron,tx,96,97.5,72.0,55.0
hedley,tx,29,104.4,60.0,77.0
hedwig_village,tx,185,93.8,37.0,45.0
heidelberg,tx,93,85.0,60.0,82.0
helotes,tx,231,91.2,70.0,66.0
hemphill,tx,48,110.0,40.0,61.0
hempstead,tx,19,100.8,52.0,69.0
henderson,tx,55,110.8,73.0,48.0
henrietta,tx,39,120.9,76.0,62.0
hereford,tx,42,103.9,47.0,74.0
hermleigh,tx,45,103.4,99.0,76.0
hewitt,tx,179,85.0,75.0,63.0
hickory_creek,tx,96,97.5,72.0,54.0
hico,tx,135,103.8,72.0,71.0
hidalgo,tx,93,85.0,60.0,81.0
hideaway,tx,331,106.4,87.0,61.0
higgins,tx,0,104.3,73.0,77.0
highland_haven,tx,106,83.7,89.0,70.0
highland_park,tx,210,94.5,87.0,46.0
highland_village,tx,96,97.5,72.0,51.0
highlands,tx,185,93.8,37.0,41.0
hill_country_village,tx,231,91.2,70.0,54.0
hillcrest,tx,137,86.4,64.0,63.0
hillsboro,tx,55,103.2,100.0,47.0
hilltop_(frio_cnty),tx,43,111.1,89.0,76.0
hilltop_lakes,tx,23,108.2,73.0,63.0
hilshire_village,tx,185,93.8,37.0,48.0
hitchcock,tx,196,100.8,40.0,78.0
holiday_beach,tx,63,102.9,73.0,88.0
holiday_lakes,tx,137,86.4,64.0,72.0
holland,tx,259,93.4,84.0,71.0
holliday,tx,46,122.4,76.0,70.0
holly_lake_ranch,tx,69,101.4,60.0,57.0
hollywood_park,tx,231,91.2,70.0,54.0
homestead_meadows_north,tx,134,88.6,60.0,74.0
homestead_meadows_south,tx,134,88.6,60.0,74.0
hondo,tx,35,95.5,90.0,69.0
honey_grove,tx,56,111.5,60.0,67.0
hooks,tx,258,104.7,72.0,51.0
horizon_city,tx,134,88.6,60.0,67.0
hornsby_bend,tx,229,92.3,80.0,64.0
horseshoe_bay,tx,121,81.7,80.0,72.0
horseshoe_bend,tx,99,117.8,87.0,58.0
houston,tx,185,93.8,37.0,49.0
howardwick,tx,29,104.4,60.0,77.0
howe,tx,167,119.4,79.0,65.0
hubbard,tx,55,103.2,100.0,70.0
hudson,tx,171,109.2,80.0,58.0
hudson_bend,tx,229,92.3,80.0,69.0
hudson_oaks,tx,99,117.8,87.0,56.0
hughes_springs,tx,40,101.2,50.0,56.0
hull,tx,40,100.5,53.0,64.0
humble,tx,185,93.8,37.0,44.0
hungerford,tx,109,109.3,61.0,75.0
hunters_creek_village,tx,185,93.8,37.0,49.0
huntington,tx,171,109.2,80.0,62.0
huntsville,tx,78,107.7,60.0,52.0
hurst,tx,163,96.8,90.0,44.0
hutchins,tx,210,94.5,87.0,54.0
hutto,tx,119,90.6,79.0,70.0
huxley,tx,39,110.5,47.0,58.0
iago,tx,109,109.3,61.0,77.0
idalou,tx,241,104.7,60.0,78.0
iglesia_antigua,tx,112,89.8,61.0,83.0
impact,tx,203,104.8,100.0,69.0
imperial,tx,37,104.1,100.0,73.0
indian_hills,tx,93,85.0,60.0,82.0
indian_lake,tx,112,89.8,61.0,85.0
indian_springs,tx,96,110.5,60.0,63.0
industry,tx,34,115.5,60.0,73.0
inez,tx,199,109.0,52.0,76.0
ingleside,tx,52,101.3,68.0,90.0
ingleside_on_the_bay,tx,52,101.3,68.0,90.0
ingram,tx,234,82.7,100.0,76.0
iola,tx,29,81.9,67.0,69.0
iowa_colony,tx,137,86.4,64.0,69.0
iowa_park,tx,199,123.4,73.0,65.0
iraan,tx,37,104.1,100.0,73.0
iredell,tx,62,105.5,80.0,65.0
irving,tx,210,94.5,87.0,49.0
italy,tx,77,116.9,72.0,66.0
itasca,tx,55,103.2,100.0,64.0
ivanhoe,tx,42,100.1,79.0,63.0
jacinto_city,tx,185,93.8,37.0,35.0
jacksboro,tx,45,109.3,80.0,61.0
jacksonville,tx,101,100.8,100.0,54.0
jamaica_beach,tx,196,100.8,40.0,86.0
jarrell,tx,119,90.6,79.0,54.0
jasper,tx,65,102.1,70.0,54.0
jayton,tx,0,103.6,61.0,74.0
jefferson,tx,20,107.2,33.0,51.0
jersey_village,tx,185,93.8,37.0,51.0
jewett,tx,23,108.2,73.0,57.0
joaquin,tx,39,110.5,47.0,52.0
johnson_city,tx,64,83.5,90.0,75.0
jolly,tx,39,120.9,76.0,68.0
jones_creek,tx,137,86.4,64.0,78.0
jonestown,tx,229,92.3,80.0,69.0
josephine,tx,228,96.9,80.0,64.0
joshua,tx,91,118.1,100.0,52.0
jourdanton,tx,54,113.5,91.0,76.0
juarez,tx,112,89.8,61.0,79.0
junction,tx,68,107.2,50.0,71.0
justin,tx,96,97.5,72.0,42.0
karnes_city,tx,47,104.0,60.0,75.0
katy,tx,185,93.8,37.0,59.0
kaufman,tx,52,113.5,80.0,61.0
k-bar_ranch,tx,65,102.8,80.0,81.0
keene,tx,91,118.1,100.0,56.0
keller,tx,163,96.8,90.0,49.0
kemah,tx,196,100.8,40.0,70.0
kemp,tx,52,113.5,80.0,64.0
kempner,tx,87,109.3,99.0,70.0
kendleton,tx,141,93.1,47.0,74.0
kenedy,tx,47,104.0,60.0,76.0
kenefick,tx,40,100.5,53.0,61.0
kennard,tx,57,106.8,73.0,61.0
kennedale,tx,163,96.8,90.0,44.0
kerens,tx,91,104.6,80.0,65.0
kermit,tx,38,104.9,50.0,66.0
kerrville,tx,234,82.7,100.0,70.0
kilgore,tx,243,110.3,40.0,45.0
killeen,tx,259,93.4,84.0,62.0
kingsbury,tx,64,116.0,88.0,70.0
kingsland,tx,121,81.7,80.0,71.0
kingsville,tx,60,102.3,88.0,76.0
kirby,tx,231,91.2,70.0,45.0
kirbyville,tx,65,102.1,70.0,54.0
kirvin,tx,41,103.9,72.0,63.0
knippa,tx,92,111.1,100.0,76.0
knollwood,tx,167,119.4,79.0,60.0
knox_city,tx,78,105.4,81.0,76.0
kosse,tx,52,104.4,100.0,61.0
kountze,tx,39,106.6,47.0,56.0
kress,tx,40,107.1,61.0,84.0
krugerville,tx,96,97.5,72.0,60.0
krum,tx,96,97.5,72.0,50.0
kurten,tx,184,91.4,99.0,68.0
kyle,tx,85,94.7,87.0,67.0
la_blanca,tx,93,85.0,60.0,82.0
la_carla,tx,27,87.5,80.0,83.0
la_escondida,tx,?,?,?,?
la_esperanza,tx,27,87.5,80.0,83.0
la_feria,tx,112,89.8,61.0,80.0
la_feria_north,tx,112,89.8,61.0,80.0
la_grange,tx,100,82.0,70.0,70.0
la_grulla,tx,27,87.5,80.0,82.0
la_homa,tx,93,85.0,60.0,80.0
la_joya,tx,93,85.0,60.0,79.0
la_loma_de_falcon,tx,27,87.5,80.0,82.0
la_marque,tx,196,100.8,40.0,74.0
la_minita,tx,27,87.5,80.0,82.0
la_paloma,tx,112,89.8,61.0,84.0
la_paloma_addition,tx,52,101.3,68.0,79.0
la_paloma_ranchettes,tx,27,87.5,80.0,83.0
la_paloma-lost_creek,tx,208,102.8,77.0,81.0
la_porte,tx,185,93.8,37.0,44.0
la_presa,tx,76,90.5,90.0,82.0
la_pryor,tx,33,111.1,100.0,76.0
la_puerta,tx,27,87.5,80.0,81.0
la_rosita,tx,27,87.5,80.0,83.0
la_tina_ranch,tx,112,89.8,61.0,86.0
la_vernia,tx,42,112.1,70.0,74.0
la_victoria,tx,27,87.5,80.0,83.0
la_villa,tx,93,85.0,60.0,83.0
la_ward,tx,34,108.4,47.0,81.0
lackland_afb,tx,231,91.2,70.0,59.0
lacoste,tx,35,95.5,90.0,73.0
lacy-lakeview,tx,179,85.0,75.0,51.0
ladonia,tx,56,111.5,60.0,67.0
lago,tx,112,89.8,61.0,84.0
lago_vista,tx,229,92.3,80.0,69.0
laguna_heights,tx,112,89.8,61.0,90.0
laguna_park,tx,62,105.5,80.0,65.0
laguna_seca,tx,93,85.0,60.0,83.0
laguna_vista,tx,112,89.8,61.0,91.0
lake_bridgeport,tx,84,121.8,90.0,50.0
lake_brownwood,tx,161,108.2,81.0,74.0
lake_bryan,tx,184,91.4,99.0,69.0
lake_cherokee,tx,55,110.8,73.0,47.0
lake_city,tx,52,101.3,68.0,80.0
lake_colorado_city,tx,22,104.6,60.0,73.0
lake_dallas,tx,96,97.5,72.0,54.0
lake_dunlap,tx,64,116.0,88.0,71.0
lake_jackson,tx,137,86.4,64.0,66.0
lake_kiowa,tx,61,111.3,100.0,66.0
lake_medina_shores,tx,47,96.7,99.0,76.0
lake_meredith_estates,tx,60,103.7,100.0,78.0
lake_tanglewood,tx,160,104.9,40.0,82.0
lake_view,tx,82,108.0,60.0,67.0
lake_worth,tx,163,96.8,90.0,31.0
lakehills,tx,47,96.7,99.0,75.0
lakeport,tx,243,110.3,40.0,43.0
lakeshore_gardens-hidden_acres,tx,52,101.3,68.0,80.0
lakeside_(tarrant_cnty),tx,163,96.8,90.0,45.0
lakeside_city,tx,46,122.4,76.0,69.0
lakeway,tx,229,92.3,80.0,69.0
lakewood_village,tx,96,97.5,72.0,63.0
lamar,tx,63,102.9,73.0,88.0
lamesa,tx,37,102.8,50.0,71.0
lampasas,tx,87,109.3,99.0,70.0
lancaster,tx,210,94.5,87.0,45.0
lantana,tx,96,97.5,72.0,54.0
laredo,tx,76,90.5,90.0,70.0
las_lomas,tx,27,87.5,80.0,82.0
las_lomitas,tx,39,111.1,60.0,82.0
las_palmas,tx,?,?,?,?
las_palmas_ii,tx,112,89.8,61.0,79.0
las_quintas_fronterizas,tx,50,116.7,60.0,72.0
lasana,tx,112,89.8,61.0,83.0
lasara,tx,32,85.0,100.0,84.0
latexo,tx,57,106.8,73.0,61.0
laughlin_afb,tx,82,108.0,60.0,74.0
laureles,tx,112,89.8,61.0,85.0
lavon,tx,228,96.9,80.0,64.0
lawn,tx,203,104.8,100.0,75.0
league_city,tx,196,100.8,40.0,68.0
leakey,tx,0,111.1,100.0,79.0
leander,tx,119,90.6,79.0,68.0
leary,tx,258,104.7,72.0,51.0
lefors,tx,99,104.6,60.0,78.0
leming,tx,54,113.5,91.0,73.0
leon_valley,tx,231,91.2,70.0,58.0
leona,tx,23,108.2,73.0,61.0
leonard,tx,56,111.5,60.0,67.0
leroy,tx,179,85.0,75.0,68.0
levelland,tx,51,102.7,60.0,75.0
lewisville,tx,96,97.5,72.0,47.0
lexington,tx,30,80.9,79.0,72.0
liberty,tx,40,100.5,53.0,64.0
liberty_city,tx,243,110.3,40.0,46.0
liberty_hill,tx,119,90.6,79.0,71.0
lindale,tx,331,106.4,87.0,58.0
linden,tx,40,101.2,50.0,56.0
lindsay,tx,61,111.3,100.0,62.0
linn,tx,93,85.0,60.0,81.0
lipan,tx,114,110.7,100.0,64.0
lipscomb,tx,0,104.3,73.0,77.0
little_elm,tx,96,97.5,72.0,63.0
little_river-academy,tx,259,93.4,84.0,69.0
littlefield,tx,22,103.3,50.0,83.0
live_oak,tx,231,91.2,70.0,60.0
liverpool,tx,137,86.4,64.0,63.0
livingston,tx,96,110.5,60.0,63.0
llano,tx,121,81.7,80.0,73.0
llano_grande,tx,93,85.0,60.0,82.0
lockhart,tx,57,98.5,87.0,66.0
lockney,tx,68,102.9,50.0,83.0
log_cabin,tx,86,106.6,73.0,58.0
lolita,tx,34,108.4,47.0,81.0
loma_grande,tx,33,111.1,100.0,74.0
loma_linda,tx,52,101.3,68.0,79.0
loma_linda_east,tx,65,102.8,80.0,79.0
loma_linda_west,tx,27,87.5,80.0,83.0
loma_vista,tx,27,87.5,80.0,79.0
lometa,tx,87,109.3,99.0,73.0
lone_oak,tx,67,119.9,86.0,64.0
lone_star,tx,24,107.9,47.0,55.0
longview,tx,243,110.3,40.0,36.0
loop,tx,25,103.6,50.0,78.0
lopezville,tx,93,85.0,60.0,80.0
loraine,tx,22,104.6,60.0,73.0
lorena,tx,179,85.0,75.0,68.0
lorenzo,tx,34,103.5,60.0,81.0
los_altos,tx,76,90.5,90.0,77.0
los_alvarez,tx,27,87.5,80.0,83.0
los_angeles,tx,?,?,?,?
los_arcos,tx,76,90.5,90.0,82.0
los_barreras,tx,27,87.5,80.0,83.0
los_ebanos_(starr_cnty),tx,27,87.5,80.0,83.0
los_fresnos,tx,112,89.8,61.0,82.0
los_huisaches,tx,76,90.5,90.0,78.0
los_indios,tx,112,89.8,61.0,84.0
los_veteranos_ii,tx,76,90.5,90.0,78.0
los_ybanez,tx,37,102.8,50.0,77.0
lott,tx,58,102.7,87.0,72.0
louise,tx,109,109.3,61.0,78.0
lovelady,tx,57,106.8,73.0,63.0
lowry_crossing,tx,228,96.9,80.0,64.0
lubbock,tx,241,104.7,60.0,73.0
lucas,tx,228,96.9,80.0,62.0
lueders,tx,45,102.5,100.0,74.0
lufkin,tx,171,109.2,80.0,47.0
luling,tx,57,98.5,87.0,66.0
lumberton,tx,39,106.6,47.0,51.0
lyford,tx,32,85.0,100.0,84.0
lytle,tx,54,113.5,91.0,72.0
mabank,tx,52,113.5,80.0,64.0
macdona,tx,231,91.2,70.0,69.0
madisonville,tx,21,81.7,60.0,58.0
magnolia,tx,142,97.3,61.0,62.0
malakoff,tx,86,106.6,73.0,57.0
malone,tx,55,103.2,100.0,70.0
manchaca,tx,229,92.3,80.0,66.0
manor,tx,229,92.3,80.0,69.0
mansfield,tx,163,96.8,90.0,48.0
manuel_garcia,tx,27,87.5,80.0,83.0
manvel,tx,137,86.4,64.0,65.0
marathon,tx,109,105.7,50.0,84.0
marble_falls,tx,106,83.7,89.0,70.0
marfa,tx,29,108.2,50.0,85.0
marietta,tx,40,101.2,50.0,56.0
marion,tx,64,116.0,88.0,72.0
markham,tx,71,110.9,61.0,80.0
marlin,tx,58,102.7,87.0,63.0
marquez,tx,23,108.2,73.0,63.0
marshall,tx,72,110.5,40.0,46.0
mart,tx,179,85.0,75.0,71.0
martindale,tx,57,98.5,87.0,68.0
mason,tx,0,82.7,50.0,72.0
matador,tx,87,103.6,50.0,78.0
matagorda,tx,71,110.9,61.0,78.0
mathis,tx,52,101.3,68.0,80.0
maud,tx,258,104.7,72.0,54.0
mauriceville,tx,49,99.5,73.0,47.0
maypearl,tx,77,116.9,72.0,65.0
mcallen,tx,93,85.0,60.0,74.0
mccamey,tx,27,103.8,99.0,74.0
mcdade,tx,55,98.0,90.0,70.0
mcgregor,tx,179,85.0,75.0,67.0
mckinney,tx,228,96.9,80.0,61.0
mckinney_acres,tx,61,102.8,50.0,71.0
mclean,tx,99,104.6,60.0,78.0
mclendon-chisholm,tx,163,95.2,99.0,61.0
mcqueeney,tx,64,116.0,88.0,70.0
meadow,tx,55,103.5,50.0,80.0
meadowlakes,tx,106,83.7,89.0,71.0
meadows_place,tx,141,93.1,47.0,59.0
medina,tx,21,111.1,50.0,72.0
megargel,tx,46,122.4,76.0,70.0
melissa,tx,228,96.9,80.0,59.0
melvin,tx,48,78.6,50.0,78.0
memphis,tx,64,104.4,60.0,74.0
menard,tx,92,78.6,50.0,79.0
mentone,tx,0,104.9,50.0,69.0
mercedes,tx,93,85.0,60.0,81.0
meridian,tx,62,105.5,80.0,61.0
merkel,tx,203,104.8,100.0,74.0
mertens,tx,55,103.2,100.0,63.0
mertzon,tx,64,116.6,100.0,78.0
mesquite,tx,210,94.5,87.0,53.0
mexia,tx,52,104.4,100.0,59.0
mi_ranchito_estate,tx,27,87.5,80.0,83.0
miami,tx,0,104.4,80.0,79.0
midland,tx,137,103.6,50.0,58.0
midlothian,tx,77,116.9,72.0,61.0
midway,tx,21,81.7,60.0,65.0
midway_north,tx,93,85.0,60.0,80.0
midway_south,tx,93,85.0,60.0,79.0
miguel_barrera,tx,27,87.5,80.0,83.0
mikes,tx,27,87.5,80.0,83.0
mila_doce,tx,93,85.0,60.0,82.0
milam,tx,48,110.0,40.0,63.0
milano,tx,53,107.2,91.0,70.0
mildred,tx,91,104.6,80.0,62.0
miles,tx,95,104.7,100.0,76.0
milford,tx,77,116.9,72.0,66.0
miller's_cove,tx,144,110.7,60.0,55.0
millsap,tx,99,117.8,87.0,60.0
mineola,tx,69,101.4,60.0,57.0
mineral_wells,tx,79,108.4,99.0,56.0
mingus,tx,79,108.4,99.0,64.0
mirando_city,tx,76,90.5,90.0,82.0
mission,tx,93,85.0,60.0,76.0
mission_bend,tx,141,93.1,47.0,61.0
missouri_city,tx,141,93.1,47.0,61.0
mobeetie,tx,88,104.4,50.0,70.0
mobile_city,tx,163,95.2,99.0,61.0
monahans,tx,34,104.8,50.0,58.0
mont_belvieu,tx,21,100.8,56.0,62.0
montague,tx,47,110.2,90.0,62.0
monte_alto,tx,93,85.0,60.0,83.0
montgomery,tx,142,97.3,61.0,65.0
moody,tx,179,85.0,75.0,68.0
moore,tx,43,111.1,89.0,75.0
moore_station,tx,86,106.6,73.0,62.0
moran,tx,30,105.0,99.0,74.0
morgan,tx,62,105.5,80.0,65.0
morgan_farm,tx,52,101.3,68.0,80.0
morgan's_point,tx,185,93.8,37.0,63.0
morgan's_point_resort,tx,259,93.4,84.0,68.0
morning_glory,tx,134,88.6,60.0,72.0
morse,tx,36,106.6,100.0,80.0
morton,tx,34,107.3,50.0,82.0
moulton,tx,96,109.9,60.0,75.0
mount_calm,tx,55,103.2,100.0,70.0
mount_enterprise,tx,55,110.8,73.0,57.0
