Place,StateCode,Physicians,HealthCosts,WaterQuality,AirQuality
nulato,ak,18,118.4,84.0,85.0
nunapitchuk,ak,95,113.8,83.0,86.0
old_harbor,ak,202,120.4,29.0,86.0
oscarville,ak,95,113.8,83.0,86.0
ouzinkie,ak,202,120.4,29.0,86.0
palmer,ak,113,115.8,29.0,77.0
pedro_bay,ak,0,118.4,84.0,86.0
pelican,ak,0,116.6,84.0,84.0
perryville,ak,0,118.4,84.0,86.0
petersburg,ak,157,116.6,29.0,85.0
pilot_point,ak,0,118.4,84.0,86.0
platinum,ak,95,113.8,83.0,86.0
pleasant_valley,ak,198,117.1,50.0,82.0
point_hope,ak,31,118.4,84.0,86.0
point_lay,ak,31,118.4,84.0,86.0
point_mackenzie,ak,113,115.8,29.0,81.0
port_alsworth,ak,0,118.4,84.0,86.0
port_clarence,ak,?,?,?,?
port_graham,ak,155,119.5,30.0,83.0
port_heiden,ak,0,118.4,84.0,86.0
port_lions,ak,202,120.4,29.0,86.0
primrose,ak,155,119.5,30.0,85.0
prudhoe_bay,ak,?,?,?,?
quinhagak,ak,95,113.8,83.0,86.0
rampart,ak,18,118.4,84.0,86.0
red_devil,ak,95,113.8,83.0,81.0
ridgeway,ak,155,119.5,30.0,83.0
ruby,ak,18,118.4,84.0,85.0
salamatof,ak,155,119.5,30.0,85.0
salcha,ak,198,117.1,50.0,85.0
sand_point,ak,0,118.4,83.0,86.0
savoonga,ak,122,118.3,29.0,85.0
saxman,ak,175,116.8,30.0,79.0
selawik,ak,77,118.4,31.0,85.0
seldovia,ak,155,119.5,30.0,83.0
seldovia_village,ak,155,119.5,30.0,83.0
seward,ak,155,119.5,30.0,86.0
shageluk,ak,18,118.4,84.0,85.0
shaktoolik,ak,122,118.3,29.0,85.0
shishmaref,ak,122,118.3,29.0,85.0
shungnak,ak,77,118.4,31.0,85.0
sitka,ak,372,116.6,84.0,78.0
skagway,ak,0,116.6,84.0,81.0
skwentna,ak,113,115.8,29.0,86.0
sleetmute,ak,95,113.8,83.0,81.0
soldotna,ak,155,119.5,30.0,83.0
south_naknek,ak,112,118.4,83.0,86.0
south_van_horn,ak,198,117.1,50.0,59.0
st._george,ak,105,118.4,84.0,86.0
st._michael,ak,122,118.3,29.0,85.0
st._paul,ak,105,118.4,84.0,86.0
stebbins,ak,122,118.3,29.0,85.0
steele_creek,ak,198,117.1,50.0,78.0
sterling,ak,155,119.5,30.0,86.0
stevens_village,ak,?,?,?,?
stony_river,ak,95,113.8,83.0,81.0
sunrise,ak,155,119.5,30.0,85.0
susitna_north,ak,113,115.8,29.0,86.0
sutton-alpine,ak,113,115.8,29.0,86.0
takotna,ak,18,118.4,84.0,85.0
talkeetna,ak,113,115.8,29.0,86.0
tanacross,ak,59,118.4,84.0,86.0
tanaina,ak,113,115.8,29.0,78.0
tanana,ak,18,118.4,84.0,86.0
teller,ak,122,118.3,29.0,85.0
tenakee_springs,ak,0,116.6,84.0,84.0
tetlin,ak,59,118.4,84.0,86.0
thorne_bay,ak,142,116.6,83.0,85.0
togiak,ak,260,114.9,29.0,86.0
tok,ak,59,118.4,84.0,86.0
toksook_bay,ak,95,113.8,83.0,86.0
trapper_creek,ak,113,115.8,29.0,86.0
tuluksak,ak,95,113.8,83.0,86.0
tuntutuliak,ak,95,113.8,83.0,86.0
tununak,ak,95,113.8,83.0,86.0
twin_hills,ak,260,114.9,29.0,86.0
two_rivers,ak,198,117.1,50.0,82.0
tyonek,ak,155,119.5,30.0,86.0
ugashik,ak,0,118.4,84.0,86.0
unalakleet,ak,122,118.3,29.0,85.0
unalaska,ak,105,118.4,84.0,85.0
upper_kalskag,ak,95,113.8,83.0,81.0
venetie,ak,18,118.4,84.0,83.0
wainwright,ak,31,118.4,84.0,86.0
wales,ak,122,118.3,29.0,85.0
wasilla,ak,113,115.8,29.0,71.0
whale_pass,ak,?,?,?,?
white_mountain,ak,122,118.3,29.0,85.0
whitestone,ak,59,118.4,84.0,86.0
willow,ak,113,115.8,29.0,85.0
womens_bay,ak,202,120.4,29.0,86.0
wrangell,ak,126,116.6,29.0,86.0
yakutat,ak,0,118.4,84.0,86.0
aguila,az,201,101.6,65.0,77.0
ajo,az,259,84.3,48.0,81.0
ak-chin_village,az,31,106.6,53.0,76.0
alamo_lake,az,65,121.3,44.0,78.0
ali_chuk,az,259,84.3,48.0,81.0
ali_chukson,az,259,84.3,48.0,83.0
ali_molina,az,259,84.3,48.0,83.0
alpine,az,53,107.6,42.0,73.0
amado,az,60,96.1,50.0,82.0
anegam,az,259,84.3,48.0,80.0
antares,az,137,107.4,50.0,87.0
anthem,az,201,101.6,65.0,65.0
apache_junction,az,31,106.6,53.0,59.0
arivaca,az,259,84.3,48.0,84.0
arivaca_junction,az,259,84.3,48.0,84.0
arizona_city,az,31,106.6,53.0,61.0
arizona_village,az,137,107.4,50.0,65.0
arlington,az,201,101.6,65.0,55.0
ash_fork,az,180,120.7,61.0,89.0
avenue_b_and_c,az,112,123.8,20.0,63.0
avondale,az,201,101.6,65.0,45.0
avra_valley,az,259,84.3,48.0,71.0
bagdad,az,180,120.7,61.0,86.0
beaver_dam,az,137,107.4,50.0,89.0
beaver_valley,az,119,104.5,66.0,88.0
benson,az,99,106.8,60.0,73.0
beyerville,az,60,96.1,50.0,81.0
bisbee,az,99,106.8,60.0,87.0
bitter_springs,az,229,105.8,57.0,91.0
black_canyon_city,az,180,120.7,61.0,81.0
blackwater,az,31,106.6,53.0,69.0
bluewater,az,65,121.3,44.0,67.0
bouse,az,65,121.3,44.0,76.0
bowie,az,99,106.8,60.0,82.0
brenda,az,65,121.3,44.0,75.0
bryce,az,77,106.3,53.0,81.0
buckeye,az,201,101.6,65.0,66.0
bullhead_city,az,137,107.4,50.0,70.0
burnside,az,53,107.6,42.0,93.0
bylas,az,77,106.3,53.0,79.0
cactus_flats,az,77,106.3,53.0,82.0
cactus_forest,az,31,106.6,53.0,76.0
cameron,az,229,105.8,57.0,89.0
camp_verde,az,180,120.7,61.0,77.0
campo_bonito,az,31,106.6,53.0,84.0
cane_beds,az,137,107.4,50.0,89.0
canyon_day,az,119,104.5,66.0,88.0
carefree,az,201,101.6,65.0,74.0
carrizo,az,119,104.5,66.0,88.0
casa_blanca,az,31,106.6,53.0,68.0
casa_grande,az,31,106.6,53.0,58.0
casas_adobes,az,259,84.3,48.0,60.0
catalina,az,259,84.3,48.0,81.0
catalina_foothills,az,259,84.3,48.0,74.0
cave_creek,az,201,101.6,65.0,75.0
cedar_creek,az,119,104.5,66.0,88.0
centennial_park,az,137,107.4,50.0,89.0
central,az,77,106.3,53.0,79.0
central_heights-midland_city,az,119,104.5,66.0,79.0
chandler,az,201,101.6,65.0,56.0
charco,az,259,84.3,48.0,81.0
chilchinbito,az,110,109.7,51.0,95.0
chinle,az,53,107.6,42.0,92.0
chino_valley,az,180,120.7,61.0,85.0
chloride,az,137,107.4,50.0,85.0
christopher_creek,az,119,104.5,66.0,88.0
chuichu,az,31,106.6,53.0,76.0
cibecue,az,110,109.7,51.0,89.0
cibola,az,65,121.3,44.0,65.0
cienega_springs,az,65,121.3,44.0,68.0
citrus_park,az,201,101.6,65.0,71.0
clacks_canyon,az,137,107.4,50.0,80.0
clarkdale,az,180,120.7,61.0,83.0
clay_springs,az,110,109.7,51.0,91.0
claypool,az,119,104.5,66.0,74.0
clifton,az,53,107.1,60.0,82.0
colorado_city,az,137,107.4,50.0,89.0
congress,az,180,120.7,61.0,83.0
coolidge,az,31,106.6,53.0,69.0
copper_hill,az,?,?,?,?
cordes_lakes,az,180,120.7,61.0,84.0
cornfields,az,53,107.6,42.0,93.0
cornville,az,180,120.7,61.0,79.0
corona_de_tucson,az,259,84.3,48.0,84.0
cottonwood,az,180,120.7,61.0,72.0
cowlic,az,259,84.3,48.0,83.0
crozier,az,137,107.4,50.0,85.0
crystal_beach,az,137,107.4,50.0,69.0
cutter,az,?,?,?,?
dateland,az,112,123.8,20.0,70.0
deer_creek,az,119,104.5,66.0,85.0
del_muerto,az,53,107.6,42.0,92.0
dennehotso,az,53,107.6,42.0,93.0
desert_hills,az,137,107.4,50.0,69.0
dewey-humboldt,az,180,120.7,61.0,86.0
dilkon,az,110,109.7,51.0,90.0
dolan_springs,az,137,107.4,50.0,88.0
doney_park,az,229,105.8,57.0,90.0
donovan_estates,az,112,123.8,20.0,67.0
douglas,az,99,106.8,60.0,81.0
drexel_heights,az,259,84.3,48.0,62.0
dripping_springs,az,119,104.5,66.0,75.0
drysdale,az,112,123.8,20.0,72.0
dudleyville,az,31,106.6,53.0,84.0
duncan,az,53,107.1,60.0,83.0
eagar,az,53,107.6,42.0,56.0
east_fork,az,110,109.7,51.0,88.0
east_globe,az,119,104.5,66.0,80.0
east_verde_estates,az,119,104.5,66.0,83.0
ehrenberg,az,65,121.3,44.0,65.0
el_capitan,az,119,104.5,66.0,75.0
el_mirage,az,201,101.6,65.0,58.0
el_prado_estates,az,112,123.8,20.0,69.0
elephant_head,az,259,84.3,48.0,80.0
elfrida,az,99,106.8,60.0,83.0
elgin,az,60,96.1,50.0,87.0
eloy,az,31,106.6,53.0,60.0
first_mesa,az,110,109.7,51.0,92.0
flagstaff,az,229,105.8,57.0,80.0
florence,az,31,106.6,53.0,71.0
flowing_springs,az,119,104.5,66.0,88.0
flowing_wells,az,259,84.3,48.0,48.0
fort_apache,az,110,109.7,51.0,88.0
fort_defiance,az,53,107.6,42.0,93.0
fort_mohave,az,137,107.4,50.0,68.0
fort_thomas,az,77,106.3,53.0,81.0
fort_valley,az,229,105.8,57.0,87.0
fortuna_foothills,az,112,123.8,20.0,67.0
fountain_hills,az,201,101.6,65.0,65.0
franklin,az,53,107.1,60.0,83.0
fredonia,az,229,105.8,57.0,91.0
freedom_acres,az,119,104.5,66.0,88.0
gadsden,az,112,123.8,20.0,71.0
ganado,az,53,107.6,42.0,93.0
gila_bend,az,201,101.6,65.0,72.0
gila_crossing,az,201,101.6,65.0,66.0
gilbert,az,201,101.6,65.0,62.0
gisela,az,119,104.5,66.0,85.0
glendale,az,201,101.6,65.0,53.0
globe,az,119,104.5,66.0,79.0
gold_canyon,az,31,106.6,53.0,71.0
golden_shores,az,137,107.4,50.0,66.0
golden_valley,az,137,107.4,50.0,83.0
goodyear,az,201,101.6,65.0,60.0
goodyear_village,az,31,106.6,53.0,68.0
grand_canyon_village,az,229,105.8,57.0,91.0
greasewood,az,110,109.7,51.0,92.0
green_valley,az,259,84.3,48.0,73.0
gu_oidak,az,259,84.3,48.0,83.0
guadalupe,az,201,101.6,65.0,39.0
hackberry,az,137,107.4,50.0,83.0
haigler_creek,az,?,?,?,?
haivana_nakya,az,259,84.3,48.0,83.0
hard_rock,az,110,109.7,51.0,93.0
hayden,az,119,104.5,66.0,75.0
heber-overgaard,az,110,109.7,51.0,90.0
holbrook,az,110,109.7,51.0,79.0
hondah,az,110,109.7,51.0,89.0
hotevilla-bacavi,az,110,109.7,51.0,91.0
houck,az,53,107.6,42.0,85.0
huachuca_city,az,99,106.8,60.0,84.0
hunter_creek,az,119,104.5,66.0,88.0
icehouse_canyon,az,119,104.5,66.0,81.0
indian_wells,az,110,109.7,51.0,90.0
jakes_corner,az,119,104.5,66.0,85.0
jeddito,az,110,109.7,51.0,92.0
jerome,az,180,120.7,61.0,85.0
joseph_city,az,110,109.7,51.0,78.0
kachina_village,az,229,105.8,57.0,87.0
kaibab,az,137,107.4,50.0,89.0
kaibito,az,229,105.8,57.0,93.0
kaka,az,201,101.6,65.0,83.0
katherine,az,137,107.4,50.0,85.0
kayenta,az,110,109.7,51.0,95.0
keams_canyon,az,110,109.7,51.0,92.0
kearny,az,31,106.6,53.0,79.0
kingman,az,137,107.4,50.0,78.0
kino_springs,az,60,96.1,50.0,80.0
klagetoh,az,53,107.6,42.0,93.0
ko_vaya,az,259,84.3,48.0,80.0
kohls_ranch,az,119,104.5,66.0,88.0
komatke,az,201,101.6,65.0,66.0
kykotsmovi_village,az,110,109.7,51.0,91.0
la_paz_valley,az,65,121.3,44.0,74.0
lake_havasu_city,az,137,107.4,50.0,66.0
lake_montezuma,az,180,120.7,61.0,76.0
lake_of_the_woods,az,110,109.7,51.0,88.0
lazy_y_u,az,137,107.4,50.0,83.0
lechee,az,229,105.8,57.0,92.0
leupp,az,229,105.8,57.0,84.0
linden,az,110,109.7,51.0,88.0
litchfield_park,az,201,101.6,65.0,60.0
littlefield,az,137,107.4,50.0,89.0
low_mountain,az,110,109.7,51.0,93.0
lower_santan_village,az,31,106.6,53.0,69.0
lukachukai,az,53,107.6,42.0,95.0
lupton,az,53,107.6,42.0,85.0
maish_vaya,az,259,84.3,48.0,80.0
mammoth,az,31,106.6,53.0,81.0
many_farms,az,53,107.6,42.0,94.0
marana,az,259,84.3,48.0,67.0
maricopa,az,31,106.6,53.0,66.0
maricopa_colony,az,201,101.6,65.0,66.0
martinez_lake,az,112,123.8,20.0,71.0
mayer,az,180,120.7,61.0,84.0
mcnary,az,53,107.6,42.0,73.0
mcneal,az,99,106.8,60.0,83.0
mead_ranch,az,?,?,?,?
meadview,az,137,107.4,50.0,87.0
mesa,az,201,101.6,65.0,53.0
mesa_del_caballo,az,119,104.5,66.0,88.0
mescal,az,99,106.8,60.0,81.0
mesquite_creek,az,137,107.4,50.0,68.0
miami,az,119,104.5,66.0,76.0
miracle_valley,az,99,106.8,60.0,83.0
moccasin,az,?,?,?,?
moenkopi,az,229,105.8,57.0,89.0
mohave_valley,az,137,107.4,50.0,65.0
mojave_ranch_estates,az,137,107.4,50.0,68.0
morenci,az,53,107.1,60.0,81.0
morristown,az,201,101.6,65.0,74.0
mountainaire,az,229,105.8,57.0,89.0
munds_park,az,229,105.8,57.0,89.0
naco,az,99,106.8,60.0,87.0
nazlini,az,53,107.6,42.0,94.0
nelson,az,259,84.3,48.0,70.0
new_kingman-butler,az,137,107.4,50.0,76.0
new_river,az,201,101.6,65.0,71.0
nogales,az,60,96.1,50.0,77.0
north_fork,az,110,109.7,51.0,89.0
nutrioso,az,53,107.6,42.0,73.0
oak_springs,az,53,107.6,42.0,85.0
oatman,az,?,?,?,?
oljato-monument_valley,az,110,109.7,51.0,95.0
oracle,az,31,106.6,53.0,84.0
oro_valley,az,259,84.3,48.0,76.0
oxbow_estates,az,119,104.5,66.0,83.0
padre_ranchitos,az,112,123.8,20.0,66.0
page,az,229,105.8,57.0,81.0
palominas,az,99,106.8,60.0,83.0
paradise_valley,az,201,101.6,65.0,60.0
parker,az,65,121.3,44.0,56.0
parker_strip,az,65,121.3,44.0,70.0
parks,az,229,105.8,57.0,91.0
patagonia,az,60,96.1,50.0,87.0
paulden,az,180,120.7,61.0,85.0
payson,az,119,104.5,66.0,81.0
peach_springs,az,137,107.4,50.0,90.0
peeples_valley,az,180,120.7,61.0,84.0
peoria,az,201,101.6,65.0,58.0
phoenix,az,201,101.6,65.0,46.0
picacho,az,31,106.6,53.0,70.0
picture_rocks,az,259,84.3,48.0,71.0
pima,az,77,106.3,53.0,81.0
pinal,az,119,104.5,66.0,81.0
pine,az,119,104.5,66.0,88.0
pine_lake,az,137,107.4,50.0,83.0
pinedale,az,110,109.7,51.0,91.0
pinetop_country_club,az,110,109.7,51.0,89.0
pinetop-lakeside,az,110,109.7,51.0,89.0
pinion_pines,az,137,107.4,50.0,83.0
pinon,az,110,109.7,51.0,93.0
pirtleville,az,99,106.8,60.0,81.0
pisinemo,az,259,84.3,48.0,81.0
poston,az,65,121.3,44.0,67.0
prescott,az,180,120.7,61.0,83.0
prescott_valley,az,180,120.7,61.0,81.0
quartzsite,az,65,121.3,44.0,74.0
queen_creek,az,201,101.6,65.0,68.0
queen_valley,az,31,106.6,53.0,74.0
rainbow_city,az,110,109.7,51.0,85.0
rancho_mesa_verde,az,112,123.8,20.0,73.0
red_mesa,az,53,107.6,42.0,94.0
red_rock_(pinal_cnty),az,31,106.6,53.0,68.0
rincon_valley,az,259,84.3,48.0,77.0
rio_rico,az,60,96.1,50.0,81.0
rio_verde,az,201,101.6,65.0,72.0
rock_house,az,119,104.5,66.0,80.0
rock_point,az,53,107.6,42.0,94.0
roosevelt,az,119,104.5,66.0,78.0
rough_rock,az,53,107.6,42.0,94.0
round_rock,az,53,107.6,42.0,95.0
round_valley,az,119,104.5,66.0,85.0
rye,az,119,104.5,66.0,84.0
sacate_village,az,31,106.6,53.0,68.0
sacaton,az,31,106.6,53.0,69.0
sacaton_flats_village,az,31,106.6,53.0,69.0
saddlebrooke,az,31,106.6,53.0,84.0
safford,az,77,106.3,53.0,68.0
sahuarita,az,259,84.3,48.0,74.0
salome,az,65,121.3,44.0,78.0
san_carlos,az,119,104.5,66.0,80.0
san_jose,az,77,106.3,53.0,80.0
san_luis,az,112,123.8,20.0,64.0
san_manuel,az,31,106.6,53.0,86.0
san_miguel,az,259,84.3,48.0,83.0
san_simon,az,99,106.8,60.0,82.0
san_tan_valley,az,31,106.6,53.0,69.0
sanders,az,53,107.6,42.0,90.0
santa_rosa,az,259,84.3,48.0,80.0
sawmill,az,53,107.6,42.0,93.0
scenic,az,137,107.4,50.0,89.0
scottsdale,az,201,101.6,65.0,62.0
seba_dalkai,az,110,109.7,51.0,90.0
second_mesa,az,110,109.7,51.0,92.0
sedona,az,180,120.7,61.0,84.0
sehili,az,53,107.6,42.0,95.0
seligman,az,180,120.7,61.0,89.0
sells,az,259,84.3,48.0,83.0
seven_mile,az,110,109.7,51.0,88.0
shongopovi,az,110,109.7,51.0,91.0
shonto,az,110,109.7,51.0,94.0
show_low,az,110,109.7,51.0,85.0
sierra_vista,az,99,106.8,60.0,78.0
sierra_vista_southeast,az,99,106.8,60.0,81.0
six_shooter_canyon,az,119,104.5,66.0,81.0
snowflake,az,110,109.7,51.0,87.0
so-hi,az,137,107.4,50.0,83.0
solomon,az,77,106.3,53.0,82.0
somerton,az,112,123.8,20.0,63.0
sonoita,az,60,96.1,50.0,87.0
south_komelik,az,259,84.3,48.0,83.0
south_tucson,az,259,84.3,48.0,34.0
spring_valley,az,180,120.7,61.0,80.0
springerville,az,53,107.6,42.0,63.0
st._david,az,99,106.8,60.0,81.0
st._johns,az,53,107.6,42.0,83.0
st._michaels,az,53,107.6,42.0,89.0
stanfield,az,31,106.6,53.0,76.0
star_valley,az,119,104.5,66.0,85.0
steamboat,az,53,107.6,42.0,93.0
stotonic_village,az,31,106.6,53.0,69.0
strawberry,az,119,104.5,66.0,88.0
summerhaven,az,259,84.3,48.0,84.0
summit,az,259,84.3,48.0,66.0
sun_city,az,201,101.6,65.0,57.0
sun_city_west,az,201,101.6,65.0,63.0
sun_lakes,az,201,101.6,65.0,63.0
sun_valley,az,110,109.7,51.0,79.0
sunizona,az,99,106.8,60.0,82.0
superior,az,31,106.6,53.0,80.0
surprise,az,201,101.6,65.0,65.0
sweet_water_village,az,31,106.6,53.0,68.0
swift_trail_junction,az,77,106.3,53.0,85.0
tacna,az,112,123.8,20.0,75.0
tanque_verde,az,259,84.3,48.0,77.0
taylor,az,110,109.7,51.0,87.0
teec_nos_pos,az,53,107.6,42.0,94.0
tees_toh,az,110,109.7,51.0,90.0
tempe,az,201,101.6,65.0,47.0
thatcher,az,77,106.3,53.0,80.0
theba,az,201,101.6,65.0,72.0
three_points,az,259,84.3,48.0,81.0
tolani_lake,az,229,105.8,57.0,84.0
tolleson,az,201,101.6,65.0,14.0
tombstone,az,99,106.8,60.0,84.0
tonalea,az,229,105.8,57.0,92.0
tonopah,az,201,101.6,65.0,61.0
tonto_basin,az,119,104.5,66.0,80.0
tonto_village,az,119,104.5,66.0,88.0
topawa,az,259,84.3,48.0,83.0
top-of-the-world,az,31,106.6,53.0,75.0
truxton,az,137,107.4,50.0,85.0
tsaile,az,53,107.6,42.0,95.0
tuba_city,az,229,105.8,57.0,88.0
tubac,az,60,96.1,50.0,82.0
tucson,az,259,84.3,48.0,49.0
tucson_estates,az,259,84.3,48.0,67.0
tumacacori-carmen,az,60,96.1,50.0,82.0
turkey_creek,az,110,109.7,51.0,88.0
tusayan,az,229,105.8,57.0,91.0
upper_santan_village,az,31,106.6,53.0,69.0
utting,az,65,121.3,44.0,75.0
vail,az,259,84.3,48.0,78.0
valencia_west,az,259,84.3,48.0,72.0
valentine,az,137,107.4,50.0,86.0
valle,az,229,105.8,57.0,88.0
valle_vista,az,137,107.4,50.0,87.0
ventana,az,?,?,?,?
verde_village,az,180,120.7,61.0,76.0
vernon,az,53,107.6,42.0,73.0
vicksburg,az,65,121.3,44.0,76.0
village_of_oak_creek_(big_park),az,180,120.7,61.0,85.0
wagon_wheel,az,110,109.7,51.0,87.0
wahak_hotrontk,az,259,84.3,48.0,81.0
wall_lane,az,112,123.8,20.0,72.0
walnut_creek,az,137,107.4,50.0,83.0
washington_park,az,119,104.5,66.0,88.0
wellton,az,112,123.8,20.0,77.0
wellton_hills,az,112,123.8,20.0,77.0
wenden,az,65,121.3,44.0,78.0
wet_camp_village,az,31,106.6,53.0,68.0
wheatfields,az,119,104.5,66.0,79.0
whetstone,az,99,106.8,60.0,84.0
whispering_pines,az,119,104.5,66.0,88.0
white_hills,az,137,107.4,50.0,87.0
white_mountain_lake,az,110,109.7,51.0,90.0
whitecone,az,110,109.7,51.0,92.0
whiteriver,az,110,109.7,51.0,86.0
why,az,259,84.3,48.0,81.0
wickenburg,az,201,101.6,65.0,72.0
wide_ruins,az,53,107.6,42.0,93.0
wikieup,az,137,107.4,50.0,83.0
wilhoit,az,180,120.7,61.0,84.0
willcox,az,99,106.8,60.0,71.0
williams,az,229,105.8,57.0,89.0
williamson,az,180,120.7,61.0,87.0
willow_valley,az,137,107.4,50.0,68.0
window_rock,az,53,107.6,42.0,89.0
winslow,az,110,109.7,51.0,65.0
winslow_west,az,110,109.7,51.0,80.0
wintersburg,az,201,101.6,65.0,61.0
wittmann,az,201,101.6,65.0,74.0
yarnell,az,180,120.7,61.0,84.0
york,az,53,107.1,60.0,83.0
young,az,119,104.5,66.0,85.0
youngtown,az,201,101.6,65.0,59.0
yucca,az,137,107.4,50.0,83.0
yuma,az,112,123.8,20.0,58.0
adona,ar,20,86.6,90.0,59.0
alexander,ar,78,86.5,92.0,50.0
alicia,ar,42,85.2,92.0,66.0
allport,ar,29,86.6,76.0,61.0
alma,ar,73,84.5,55.0,51.0
almyra,ar,92,84.3,80.0,63.0
altheimer,ar,186,88.2,68.0,61.0
altus,ar,34,84.4,86.0,52.0
amagon,ar,98,84.0,90.0,65.0
amity,ar,80,83.6,100.0,53.0
anthonyville,ar,78,84.7,100.0,53.0
antoine,ar,37,84.9,100.0,57.0
arkadelphia,ar,80,83.6,100.0,42.0
arkansas_city,ar,67,85.5,55.0,67.0
ash_flat,ar,59,84.4,80.0,60.0
ashdown,ar,56,89.8,73.0,54.0
atkins,ar,126,87.7,91.0,51.0
aubrey,ar,42,86.7,87.0,66.0
augusta,ar,45,84.0,91.0,65.0
austin,ar,29,86.6,76.0,52.0
avilla,ar,78,86.5,92.0,45.0
avoca,ar,111,84.9,77.0,62.0
bald_knob,ar,124,85.0,100.0,59.0
banks,ar,72,85.3,47.0,58.0
barling,ar,279,85.6,52.0,49.0
bassett,ar,59,85.7,100.0,66.0
batesville,ar,194,84.0,85.0,58.0
bauxite,ar,78,86.5,92.0,49.0
bay,ar,269,87.0,92.0,67.0
bearden,ar,86,88.1,60.0,53.0
beaver,ar,79,83.2,100.0,67.0
beebe,ar,124,85.0,100.0,59.0
beedeville,ar,98,84.0,90.0,65.0
bella_vista,ar,111,84.9,77.0,62.0
bellefonte,ar,167,84.2,100.0,64.0
belleville,ar,88,87.4,92.0,56.0
ben_lomond,ar,58,90.7,60.0,57.0
benton,ar,78,86.5,92.0,35.0
bentonville,ar,111,84.9,77.0,53.0
bergman,ar,167,84.2,100.0,64.0
berryville,ar,79,83.2,100.0,67.0
bethel_heights,ar,111,84.9,77.0,59.0
big_flat,ar,239,85.3,87.0,59.0
bigelow,ar,20,86.6,90.0,55.0
biggers,ar,80,87.0,100.0,64.0
birdsong,ar,59,85.7,100.0,66.0
black_oak,ar,269,87.0,92.0,69.0
black_rock,ar,42,85.2,92.0,63.0
black_springs,ar,11,83.9,100.0,60.0
blevins,ar,59,89.9,83.0,56.0
blue_eye,ar,79,83.2,100.0,68.0
blue_mountain,ar,55,87.1,79.0,59.0
bluff_city,ar,35,89.8,60.0,56.0
blytheville,ar,59,85.7,100.0,54.0
bodcaw,ar,35,89.8,60.0,57.0
bonanza,ar,279,85.6,52.0,54.0
bono,ar,269,87.0,92.0,67.0
booneville,ar,55,87.1,79.0,56.0
bradford,ar,124,85.0,100.0,60.0
bradley,ar,29,88.4,60.0,57.0
branch,ar,34,84.4,86.0,54.0
briarcliff,ar,239,85.3,87.0,59.0
brinkley,ar,54,86.0,87.0,57.0
brookland,ar,269,87.0,92.0,67.0
bryant,ar,78,86.5,92.0,48.0
buckner,ar,29,88.4,60.0,57.0
bull_shoals,ar,31,84.0,79.0,61.0
burdette,ar,59,85.7,100.0,68.0
cabot,ar,29,86.6,76.0,43.0
caddo_valley,ar,80,83.6,100.0,46.0
caldwell,ar,64,83.6,87.0,63.0
cale,ar,35,89.8,60.0,56.0
calico_rock,ar,45,82.8,73.0,58.0
calion,ar,184,91.0,40.0,53.0
camden,ar,86,88.1,60.0,50.0
cammack_village,ar,438,87.0,90.0,41.0
campbell_station,ar,98,84.0,90.0,58.0
caraway,ar,269,87.0,92.0,69.0
carlisle,ar,29,86.6,76.0,62.0
carthage,ar,66,85.1,60.0,58.0
casa,ar,20,86.6,90.0,59.0
cash,ar,269,87.0,92.0,67.0
caulksville,ar,55,87.1,79.0,57.0
cave_city,ar,59,84.4,80.0,61.0
cave_springs,ar,111,84.9,77.0,60.0
cedarville,ar,73,84.5,55.0,59.0
center_ridge,ar,81,85.8,86.0,51.0
centerton,ar,111,84.9,77.0,60.0
central_city,ar,279,85.6,52.0,52.0
charleston,ar,34,84.4,86.0,54.0
cherokee_city,ar,111,84.9,77.0,63.0
cherokee_village,ar,59,84.4,80.0,56.0
cherry_valley,ar,58,84.2,87.0,65.0
chester,ar,73,84.5,55.0,62.0
chidester,ar,86,88.1,60.0,55.0
clarendon,ar,54,86.0,87.0,66.0
clarkedale,ar,78,84.7,100.0,59.0
clarksville,ar,100,82.5,87.0,50.0
clinton,ar,36,84.5,100.0,57.0
coal_hill,ar,100,82.5,87.0,56.0
college_station,ar,438,87.0,90.0,40.0
colt,ar,64,83.6,87.0,63.0
concord,ar,102,86.1,80.0,58.0
conway,ar,115,86.4,79.0,42.0
corinth,ar,88,87.4,92.0,56.0
corning,ar,33,87.2,100.0,64.0
cotter,ar,239,85.3,87.0,58.0
cotton_plant,ar,45,84.0,91.0,66.0
cove,ar,84,84.5,67.0,63.0
coy,ar,29,86.6,76.0,61.0
crawfordsville,ar,78,84.7,100.0,60.0
crossett,ar,72,86.6,50.0,46.0
cushman,ar,194,84.0,85.0,61.0
daisy,ar,37,84.9,100.0,59.0
damascus,ar,36,84.5,100.0,53.0
danville,ar,88,87.4,92.0,56.0
dardanelle,ar,88,87.4,92.0,51.0
datto,ar,33,87.2,100.0,67.0
de_queen,ar,58,90.7,60.0,49.0
de_valls_bluff,ar,0,86.6,73.0,61.0
decatur,ar,111,84.9,77.0,61.0
delaplaine,ar,91,87.1,100.0,68.0
delight,ar,37,84.9,100.0,57.0
dell,ar,59,85.7,100.0,68.0
dennard,ar,36,84.5,100.0,61.0
denning,ar,34,84.4,86.0,52.0
dermott,ar,136,87.7,52.0,63.0
des_arc,ar,0,86.6,73.0,63.0
dewitt,ar,92,84.3,80.0,65.0
diamond_city,ar,167,84.2,100.0,64.0
diaz,ar,98,84.0,90.0,59.0
dierks,ar,60,89.1,73.0,56.0
donaldson,ar,24,83.6,99.0,48.0
